;restaurant_id;name_x;cuisine;description_x;price_category;breakfast;lunch;sandwiches;city;post_code;street;number;number_addon;phone;url;latitude;longitude;delivery_charge;min_order;payment_cash;payment_card;waiting_time;delivery_time;delivery_postcode;rating_value;rating_count;data_source;host;name_y;description_y;price
23;5;Bombay Kitchen;['Indian', 'Indian Curries'];Bombay Kitchen in London offers a variety of Tandoori dishes, Curry Dishes, Biryani Dishes, Bhuna Dishes and much more delicious delights available online now.;-;1;1;1;London;SW2 4UN;New Park Road; 48;0;02086781760;bombaykitchenonline.com;51.448432219927426;-0.1256253999999899;2;5;ENABLED;YES;10;35;SW9 9;4.7;2;foodhub;bombaykitchenonline.com;Pilau Rice;No description;3.50
24;5;Bombay Kitchen;['Indian', 'Indian Curries'];Bombay Kitchen in London offers a variety of Tandoori dishes, Curry Dishes, Biryani Dishes, Bhuna Dishes and much more delicious delights available online now.;-;1;1;1;London;SW2 4UN;New Park Road; 48;0;02086781760;bombaykitchenonline.com;51.448432219927426;-0.1256253999999899;2;5;ENABLED;YES;10;35;SW9 9;4.7;2;foodhub;bombaykitchenonline.com;Peshwari Nan;Sweet,nuts;3.50
25;5;Bombay Kitchen;['Indian', 'Indian Curries'];Bombay Kitchen in London offers a variety of Tandoori dishes, Curry Dishes, Biryani Dishes, Bhuna Dishes and much more delicious delights available online now.;-;1;1;1;London;SW2 4UN;New Park Road; 48;0;02086781760;bombaykitchenonline.com;51.448432219927426;-0.1256253999999899;2;5;ENABLED;YES;10;35;SW9 9;4.7;2;foodhub;bombaykitchenonline.com;Onion Bhajee;No description;3.50
26;5;Bombay Kitchen;['Indian', 'Indian Curries'];Bombay Kitchen in London offers a variety of Tandoori dishes, Curry Dishes, Biryani Dishes, Bhuna Dishes and much more delicious delights available online now.;-;1;1;1;London;SW2 4UN;New Park Road; 48;0;02086781760;bombaykitchenonline.com;51.448432219927426;-0.1256253999999899;2;5;ENABLED;YES;10;35;SW9 9;4.7;2;foodhub;bombaykitchenonline.com;Garlic Nan;No description;3.95
27;5;Bombay Kitchen;['Indian', 'Indian Curries'];Bombay Kitchen in London offers a variety of Tandoori dishes, Curry Dishes, Biryani Dishes, Bhuna Dishes and much more delicious delights available online now.;-;1;1;1;London;SW2 4UN;New Park Road; 48;0;02086781760;bombaykitchenonline.com;51.448432219927426;-0.1256253999999899;2;5;ENABLED;YES;10;35;SW9 9;4.7;2;foodhub;bombaykitchenonline.com;Chicken Tikka Massala;No description;8.95
28;6;Cardamom Club;['Curry', 'Indian Curries', 'Kebab'];Authentic Indian food served fresh and hot in Cardamom Club. Try from Cardamom Club, feel the real taste of Indian food cooked in authentic Indian spices.;-;1;1;1;Trinity Road;SW17 7RE;Trinity Road;18;0;02086720088;cardamomclubtakeaway.com;51.43605937915588;-0.16024027454556888;2;5;ENABLED;YES;30;60;SW9 9;0.0;4;foodhub;cardamomclubtakeaway.com;Garlic Naan;Baked with fresh garlic;3.10
29;6;Cardamom Club;['Curry', 'Indian Curries', 'Kebab'];Authentic Indian food served fresh and hot in Cardamom Club. Try from Cardamom Club, feel the real taste of Indian food cooked in authentic Indian spices.;-;1;1;1;Trinity Road;SW17 7RE;Trinity Road;18;0;02086720088;cardamomclubtakeaway.com;51.43605937915588;-0.16024027454556888;2;5;ENABLED;YES;30;60;SW9 9;0.0;4;foodhub;cardamomclubtakeaway.com;Pilau Rice For 2 People;No description;4.75
30;6;Cardamom Club;['Curry', 'Indian Curries', 'Kebab'];Authentic Indian food served fresh and hot in Cardamom Club. Try from Cardamom Club, feel the real taste of Indian food cooked in authentic Indian spices.;-;1;1;1;Trinity Road;SW17 7RE;Trinity Road;18;0;02086720088;cardamomclubtakeaway.com;51.43605937915588;-0.16024027454556888;2;5;ENABLED;YES;30;60;SW9 9;0.0;4;foodhub;cardamomclubtakeaway.com;Chicken Tikka Masala;Contains cashew nuts, Tender chicken breast cooked in the tandoor served in a rich masala sauce;8.95
31;6;Cardamom Club;['Curry', 'Indian Curries', 'Kebab'];Authentic Indian food served fresh and hot in Cardamom Club. Try from Cardamom Club, feel the real taste of Indian food cooked in authentic Indian spices.;-;1;1;1;Trinity Road;SW17 7RE;Trinity Road;18;0;02086720088;cardamomclubtakeaway.com;51.43605937915588;-0.16024027454556888;2;5;ENABLED;YES;30;60;SW9 9;0.0;4;foodhub;cardamomclubtakeaway.com;Peshwari Naan;Naan bread baked with sultana, coconut and nuts, Sweet and fragrant;3.95
32;6;Cardamom Club;['Curry', 'Indian Curries', 'Kebab'];Authentic Indian food served fresh and hot in Cardamom Club. Try from Cardamom Club, feel the real taste of Indian food cooked in authentic Indian spices.;-;1;1;1;Trinity Road;SW17 7RE;Trinity Road;18;0;02086720088;cardamomclubtakeaway.com;51.43605937915588;-0.16024027454556888;2;5;ENABLED;YES;30;60;SW9 9;0.0;4;foodhub;cardamomclubtakeaway.com;Onion Bhaji;Chickpea flour and finely onion combined with garam masala and a modicum of chilli, <br/>Deep fried;4.25
33;7;Crown Point Pizza And Grill;['Alcohol', 'Burgers', 'Peri Peri'];Order the Tastiest Pizzas at amazing prices in West norwood. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SE27 0QP;Knights Hill;266;0;02031050222;crownpointpizzaandgrill.co.uk;51.42307601990937;-0.10577654999997321;2;5;ENABLED;YES;10;30;SW9 9;4.8;5;foodhub;crownpointpizzaandgrill.co.uk;8pcs Chicken Wings Meal;Served with your choice of one side and can of soft Drink;5.99
34;7;Crown Point Pizza And Grill;['Alcohol', 'Burgers', 'Peri Peri'];Order the Tastiest Pizzas at amazing prices in West norwood. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SE27 0QP;Knights Hill;266;0;02031050222;crownpointpizzaandgrill.co.uk;51.42307601990937;-0.10577654999997321;2;5;ENABLED;YES;10;30;SW9 9;4.8;5;foodhub;crownpointpizzaandgrill.co.uk;Quarter Chicken Meal;Served with your choice of one side and can of soft drink;4.99
35;7;Crown Point Pizza And Grill;['Alcohol', 'Burgers', 'Peri Peri'];Order the Tastiest Pizzas at amazing prices in West norwood. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SE27 0QP;Knights Hill;266;0;02031050222;crownpointpizzaandgrill.co.uk;51.42307601990937;-0.10577654999997321;2;5;ENABLED;YES;10;30;SW9 9;4.8;5;foodhub;crownpointpizzaandgrill.co.uk;Small Pizza Meal;7inch Pizza with 2 toppings,  Chips and Can of drink;4.99
36;7;Crown Point Pizza And Grill;['Alcohol', 'Burgers', 'Peri Peri'];Order the Tastiest Pizzas at amazing prices in West norwood. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SE27 0QP;Knights Hill;266;0;02031050222;crownpointpizzaandgrill.co.uk;51.42307601990937;-0.10577654999997321;2;5;ENABLED;YES;10;30;SW9 9;4.8;5;foodhub;crownpointpizzaandgrill.co.uk;Grilled Chicken Fillet Burger Meal;Peri peri chicken breast fillet grilled to your favourite spiciness with mayonnaise and salad. Extra cheese and pineapple 0.50;5.99
37;7;Crown Point Pizza And Grill;['Alcohol', 'Burgers', 'Peri Peri'];Order the Tastiest Pizzas at amazing prices in West norwood. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SE27 0QP;Knights Hill;266;0;02031050222;crownpointpizzaandgrill.co.uk;51.42307601990937;-0.10577654999997321;2;5;ENABLED;YES;10;30;SW9 9;4.8;5;foodhub;crownpointpizzaandgrill.co.uk;Half Chicken Meal;Served with your choice of one side and can of soft drink;6.99
38;8;Curry Base;['Indian', 'Kebab', 'Milkshakes'];Curry Base in London offers a variety of Great Tasting Lamb Tikka, Kebab, Seafood, Biryani, Salads, Balti Dishes, Milkshakes & Many More Delicious Delights Online Now.;-;1;1;1;London;SW11 5RQ;Lavender Hill;62;0;02072280222;curry-base.com;51.46609167414545;-0.1539384739868055;2;5;ENABLED;YES;10;30;SW9 9;4.4;-1;foodhub;curry-base.com;87. Sag Paneer Main;Spinach and cheese cooked in creamy sauce;6.99
39;8;Curry Base;['Indian', 'Kebab', 'Milkshakes'];Curry Base in London offers a variety of Great Tasting Lamb Tikka, Kebab, Seafood, Biryani, Salads, Balti Dishes, Milkshakes & Many More Delicious Delights Online Now.;-;1;1;1;London;SW11 5RQ;Lavender Hill;62;0;02072280222;curry-base.com;51.46609167414545;-0.1539384739868055;2;5;ENABLED;YES;10;30;SW9 9;4.4;-1;foodhub;curry-base.com;86. Chilli Paneer Main;Homemade cheese with fresh green chilli;6.99
40;8;Curry Base;['Indian', 'Kebab', 'Milkshakes'];Curry Base in London offers a variety of Great Tasting Lamb Tikka, Kebab, Seafood, Biryani, Salads, Balti Dishes, Milkshakes & Many More Delicious Delights Online Now.;-;1;1;1;London;SW11 5RQ;Lavender Hill;62;0;02072280222;curry-base.com;51.46609167414545;-0.1539384739868055;2;5;ENABLED;YES;10;30;SW9 9;4.4;-1;foodhub;curry-base.com;85. Vegetables Dhansak Main;Sweet sour hot mixed vegetables cooked with lentils;6.99
42;9;Forno Pizza;['Desserts', 'Halal', 'Pasta'];Order the Tastiest Pizzas at amazing prices in a. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Lambeth;SE11 6EE;Lambeth Walk;145-147;0;02070917266;fornopizzaonline.com;51.492603294922546;-0.1166265177910275;2;5;ENABLED;YES;10;30;SW9 9;0.0;3;foodhub;fornopizzaonline.com;"13"" Pizza";No description;9.99
43;9;Forno Pizza;['Desserts', 'Halal', 'Pasta'];Order the Tastiest Pizzas at amazing prices in a. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Lambeth;SE11 6EE;Lambeth Walk;145-147;0;02070917266;fornopizzaonline.com;51.492603294922546;-0.1166265177910275;2;5;ENABLED;YES;10;30;SW9 9;0.0;3;foodhub;fornopizzaonline.com;"1b. 16"" Margherita";No description;12.00
44;9;Forno Pizza;['Desserts', 'Halal', 'Pasta'];Order the Tastiest Pizzas at amazing prices in a. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Lambeth;SE11 6EE;Lambeth Walk;145-147;0;02070917266;fornopizzaonline.com;51.492603294922546;-0.1166265177910275;2;5;ENABLED;YES;10;30;SW9 9;0.0;3;foodhub;fornopizzaonline.com;50. Cheesy Chips;No description;3.99
45;9;Forno Pizza;['Desserts', 'Halal', 'Pasta'];Order the Tastiest Pizzas at amazing prices in a. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Lambeth;SE11 6EE;Lambeth Walk;145-147;0;02070917266;fornopizzaonline.com;51.492603294922546;-0.1166265177910275;2;5;ENABLED;YES;10;30;SW9 9;0.0;3;foodhub;fornopizzaonline.com;"26a. 13"" BBQ Pizza";No description;11.29
46;9;Forno Pizza;['Desserts', 'Halal', 'Pasta'];Order the Tastiest Pizzas at amazing prices in a. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Lambeth;SE11 6EE;Lambeth Walk;145-147;0;02070917266;fornopizzaonline.com;51.492603294922546;-0.1166265177910275;2;5;ENABLED;YES;10;30;SW9 9;0.0;3;foodhub;fornopizzaonline.com;"10b. 16"" Buffalo";No description;14.40
48;10;Godfather Stone Baked Italian Pizza;['Pasta', 'Pizza'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;Tulse Hill;SE27 9AZ;Norwood Road;152;0;02086742000;godfatherpizzaonline.com;51.440933582829125;-0.10667148794594183;2;5;ENABLED;YES;10;30;SW9 9TN;0.0;3;foodhub;godfatherpizzaonline.com;X Large Parma;No description;14.99
49;11;HOT TAKE;['Chinese', 'Desserts', 'Noodles'];Try the authentic Chinese food cooked in real Chinese sauces. Order food online from HOT TAKE, #1 Chinese takeaway in a. Satisfaction guaranteed.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;hottakelondon.co.uk;51.471529332499706;-0.16740797095569304;2;5;ENABLED;YES;10;20;SW9 9;4.6;4;foodhub;hottakelondon.co.uk;Egg Fried Rice;Egg, Contains Soya;3.99
50;11;HOT TAKE;['Chinese', 'Desserts', 'Noodles'];Try the authentic Chinese food cooked in real Chinese sauces. Order food online from HOT TAKE, #1 Chinese takeaway in a. Satisfaction guaranteed.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;hottakelondon.co.uk;51.471529332499706;-0.16740797095569304;2;5;ENABLED;YES;10;20;SW9 9;4.6;4;foodhub;hottakelondon.co.uk;Sweet And Sour Chicken Hong Kong Style;In batter, Contains soya;7.40
51;11;HOT TAKE;['Chinese', 'Desserts', 'Noodles'];Try the authentic Chinese food cooked in real Chinese sauces. Order food online from HOT TAKE, #1 Chinese takeaway in a. Satisfaction guaranteed.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;hottakelondon.co.uk;51.471529332499706;-0.16740797095569304;2;5;ENABLED;YES;10;20;SW9 9;4.6;4;foodhub;hottakelondon.co.uk;(A) Barbecued Pork, Chicken And Shrimps Special Fried Rice;No description;7.50
52;11;HOT TAKE;['Chinese', 'Desserts', 'Noodles'];Try the authentic Chinese food cooked in real Chinese sauces. Order food online from HOT TAKE, #1 Chinese takeaway in a. Satisfaction guaranteed.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;hottakelondon.co.uk;51.471529332499706;-0.16740797095569304;2;5;ENABLED;YES;10;20;SW9 9;4.6;4;foodhub;hottakelondon.co.uk;Crispy Shredded Beef With Chilli And Carrots;Spicy. Contains soya;7.40
53;11;HOT TAKE;['Chinese', 'Desserts', 'Noodles'];Try the authentic Chinese food cooked in real Chinese sauces. Order food online from HOT TAKE, #1 Chinese takeaway in a. Satisfaction guaranteed.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;hottakelondon.co.uk;51.471529332499706;-0.16740797095569304;2;5;ENABLED;YES;10;20;SW9 9;4.6;4;foodhub;hottakelondon.co.uk;(B) Chicken Chow Mein;No description;7.29
56;12;La Parma Pizzeria Battersea;['Desserts', 'Drinks', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;laparmapizzeria-battersea.co.uk;51.471561523164596;-0.16744638681404744;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;laparmapizzeria-battersea.co.uk;Carbonara Spaghetti Pasta;Bacon and organic egg in cream sauce with parmesan;6.49
57;12;La Parma Pizzeria Battersea;['Desserts', 'Drinks', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;laparmapizzeria-battersea.co.uk;51.471561523164596;-0.16744638681404744;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;laparmapizzeria-battersea.co.uk;"10"" Margherita";No description;6.95
58;12;La Parma Pizzeria Battersea;['Desserts', 'Drinks', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;laparmapizzeria-battersea.co.uk;51.471561523164596;-0.16744638681404744;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;laparmapizzeria-battersea.co.uk;Pomodoro Penne Pasta;Garlic and fresh basil in tomato sauce;6.49
59;12;La Parma Pizzeria Battersea;['Desserts', 'Drinks', 'Pasta'];Order the Tastiest Pizzas at amazing prices in London. Order online or take it away, amazing food served fresh and hot. Get sides, dips, drinks and desserts.;-;1;1;1;London;SW11 3BL;Battersea Park Road;545;0;02077380712;laparmapizzeria-battersea.co.uk;51.471561523164596;-0.16744638681404744;2;5;ENABLED;YES;10;30;SW9 9;0.0;-1;foodhub;laparmapizzeria-battersea.co.uk;"15"" Pepperoni Plus";No description;12.45
